Cluster ID,Link Score,source file,id,title,authors,venue,year
2751,,1,conf/vldb/KornMZ03,Checks and Balances: Monitoring Data Quality Problems in Network Traffic Databases,"Flip Korn, Yunyue Zhu, S. Muthukrishnan",VLDB,2003
899,0.981026,1,conf/vldb/RoussopoulosK98,The Cubetree Storage Organization,"Yannis Kotidis, Nick Roussopoulos",VLDB,1998
106,0.985895,1,journals/sigmod/NgH95,Multigranularity Locking in Multiple Job Classes Transaction Processing System,"Sheung-lun Hung, Shan-hoi Ng",SIGMOD Record,1995
2752,,1,conf/sigmod/ChaudhuriDN01,"A Robust, Optimization-Based Approach for Approximate Answering of Aggregate Queries","Vivek R. Narasayya, Gautam Das, Surajit Chaudhuri",SIGMOD Conference,2001
2753,,1,conf/vldb/ChoALS02,Optimizing the Secure Evaluation of Twig Queries,"Sihem Amer-Yahia, Divesh Srivastava, SungRan Cho, Laks V. S. Lakshmanan",VLDB,2002
2754,,1,journals/sigmod/Gaffney96,Illustra's Web DataBlade Module,John Gaffney,SIGMOD Record,1996
1278,0.976621,1,conf/sigmod/SeshadriLR94,Sequence Query Processing,"Raghu Ramakrishnan, Miron Livny, Praveen Seshadri",SIGMOD Conference,1994
431,0.983779,1,conf/vldb/Jacobs97,Innovation in Database Management: Computer Science vs. Engineering,Kenneth R. Jacobs,VLDB,1997
1283,0.976621,1,conf/sigmod/RamaswamyK95,OODB Indexing by Class-Division,"Sridhar Ramaswamy, Paris C. Kanellakis",SIGMOD Conference,1995
313,0.984262,1,conf/vldb/Carey00,"Toto, We're Not in Kansas Anymore: On Transitioning from Research to the Real (Invited Industrial Talk)",Michael J. Carey,VLDB,2000
395,0.983978,1,journals/sigmod/Vassilakis00,An Optimisation Scheme for Coalesce/Valid Time Selection Operator Sequences,Costas Vassilakis,SIGMOD Record,2000
701,0.982478,1,conf/vldb/AgrawalCN00,Automated Selection of Materialized Views and Indexes in SQL Databases,"Surajit Chaudhuri, Sanjay Agrawal, Vivek R. Narasayya",VLDB,2000
543,0.983322,1,conf/vldb/ChienTZ01,Efficient Management of Multiversion Documents by Object Referencing,"Vassilis J. Tsotras, Carlo Zaniolo, Shu-Yao Chien",VLDB,2001
644,0.982889,1,conf/vldb/KahveciS01,Efficient Index Structures for String Databases,"Tamer Kahveci, Ambuj K. Singh",VLDB,2001
943,0.980244,1,conf/sigmod/Han96,Data Mining Techniques,Jiawei Han,SIGMOD Conference,1996
1654,0.951688,1,journals/sigmod/RamanathanH97,Extraction of Object-Oriented Structures from Existing Relational Databases,"Julia E. Hodges, Shekar Ramanathan",SIGMOD Record,1997
2755,,1,conf/vldb/ChenHWW02,Multi-Dimensional Regression Analysis of Time-Series Data Streams,"Benjamin W. Wah, Yixin Chen, Jianyong Wang, Guozhu Dong, Jiawei Han",VLDB,2002
2756,,1,conf/sigmod/2000,"Proceedings of the 2000 ACM SIGMOD International Conference on Management of Data, May 16-18, 2000, Dallas, Texas, USA",?,SIGMOD Conference,2000
366,0.984215,1,journals/sigmod/Ioannidis96,Dynamic Information Visualization,Yannis E. Ioannidis,SIGMOD Record,1996
2757,,1,conf/vldb/JagatheesanMPW03,Grid Data Management Systems & Services,"Reagan Moore, Arun Jagatheesan, Paul Watson, Norman W. Paton",VLDB,2003
114,0.985579,1,journals/sigmod/LeeC00,Comparative Analysis of Six XML Schema Languages,"Dongwon Lee, Wesley W. Chu",SIGMOD Record,2000
2758,,1,conf/vldb/Guting94,GraphDB: Modeling and Querying Graphs in Databases,Ralf Hartmut Güting,VLDB,1994
158,0.985279,1,journals/sigmod/GrayG97,"The Five-Minute Rule Ten Years Later, and Other Computer Storage Rules of Thumb","Jim Gray, Goetz Graefe",SIGMOD Record,1997
782,0.982087,1,conf/vldb/LahiriSCMC01,Cache Fusion: Extending Shared-Disk Clusters with Shared Caches,"Tirthankar Lahiri, N. MacNaughton, Sashikanth Chandrasekaran, Wilson Chan, Vinay Srihari",VLDB,2001
1542,0.962133,1,journals/sigmod/KramerNKRLKLZ97,WWW-UDK: A Web-based Environmental Meta-Information System,"Rudolf Legat, Arne Koschel, Andree Keitel, Ralf Kramer, Claudia Rolker, Ralf Nikolai, Peter C. Lockemann, Konrad Zirm",SIGMOD Record,1997
2759,,1,journals/tods/LechtenborgerV03,On the computation of relational view complements,"Gottfried Vossen, Jens Lechtenbörger",ACM Trans. Database Syst.,2003
14,0.988613,1,journals/vldb/HuntAI02,Database indexing for large DNA and protein sequence collections,"Robert W. Irving, Malcolm P. Atkinson, Ela Hunt",VLDB J.,2002
2760,,1,conf/vldb/DeutschT03,MARS: A System for Publishing XML from Mixed and Redundant Storage,"Alin Deutsch, Val Tannen",VLDB,2003
877,0.981363,1,conf/vldb/JagadishNSSK97,Incremental Organization for Data Recording and Warehousing,"S. Sudarshan, P. P. S. Narayan, Rama Kanneganti, H. V. Jagadish, S. Seshadri",VLDB,1997
117,0.985579,1,journals/sigmod/Mani03,Understanding the semantics of sensor data,Murali Mani,SIGMOD Record,2003
2761,,1,journals/sigmod/TanK03,Power efficient data gathering and aggregation in wireless sensor networks,"Ibrahim Korpeoglu, Hüseyin Özgür Tan",SIGMOD Record,2003
2762,,1,journals/sigmod/Hammer03,Treasurer's Message,Joachim Hammer,SIGMOD Record,2003
1342,0.9758,1,conf/sigmod/BrinkhoffKSS94,Multi-Step Processing of Spatial Joins,"Ralf Schneider, Thomas Brinkhoff, Bernhard Seeger, Hans-Peter Kriegel",SIGMOD Conference,1994
20,0.988613,1,journals/vldb/NguSHL01,Combining multi-visual features for efficient indexing in a large image database,"Quan Z. Sheng, Anne H. H. Ngu, Ron Lei, Du Q. Huynh",VLDB J.,2001
280,0.984462,1,journals/sigmod/FreemanG96,Lifestreams: A Storage Model for Personal Data,"Eric Freeman, David Gelernter",SIGMOD Record,1996
0,0.989695,1,journals/vldb/Li03,Computing complete answers to queries in the presence of limited access patterns,Chen Li,VLDB J.,2003
1810,0.0233363,1,journals/sigmod/LeveneP02,Report on the Web Dynamics Workshop at WWW 2002,"Alexandra Poulovassilis, Mark Levene",SIGMOD Record,2002
1128,0.978013,1,conf/sigmod/HanFHCC94,DBLearn: A System Prototype for Knowledge Discovery in Relational Databases,"Yue Huang, Yandong Cai, Yongjian Fu, Nick Cercone, Jiawei Han",SIGMOD Conference,1994
755,0.982195,1,journals/tods/KonopnickiS98,Information Gathering in the World-Wide Web: The W3QL Query Language and the W3QS System,"David Konopnicki, Oded Shmueli",ACM Trans. Database Syst.,1998
2763,,1,conf/vldb/HsuLOMTX02,Advanced Database Technologies in a Diabetic Healthcare System,"Chenyi Xia, Wynne Hsu, Keng Lik Teo, Mong-Li Lee, Beng Chin Ooi, Pranab Kumar Mohanty",VLDB,2002
1700,0.938341,1,conf/sigmod/WaasG00,"Counting, Enumerating, and Sampling of Execution Plans in a Cost-Based Query Optimizer","César A. Galindo-Legaria, Florian Waas",SIGMOD Conference,2000
1284,0.976621,1,conf/sigmod/WilschutFA95,Parallel Evaluation of Multi-Join Queries,"Jan Flokstra, Annita N. Wilschut, Peter M. G. Apers",SIGMOD Conference,1995
1573,0.960469,1,conf/sigmod/RiedelFGN00,Data Mining on an OLTP System (Nearly) for Free,"Erik Riedel, Gregory R. Ganger, David Nagle, Christos Faloutsos",SIGMOD Conference,2000
2764,,1,conf/vldb/SrinivasaK03,A Platform Based on the Multi-dimensional Data Model for Analysis of Bio-Molecular Structures,"Srinath Srinivasa, Sujit Kumar",VLDB,2003
273,0.984462,1,journals/sigmod/DomenigD99,An Overview and Classification of Mediated Query Systems,"Klaus R. Dittrich, Ruxandra Domenig",SIGMOD Record,1999
886,0.981363,1,conf/vldb/ChakrabartiM00,Local Dimensionality Reduction: A New Approach to Indexing High Dimensional Spaces,"Kaushik Chakrabarti, Sharad Mehrotra",VLDB,2000
178,0.984994,1,journals/sigmod/Cingil02,Supporting Global User Profiles Through Trusted Authorities,Ibrahim Cingil,SIGMOD Record,2002
2765,,1,journals/sigmod/Anonymous96,MQSeries and CICS Link for Lotus Notes,?,SIGMOD Record,1996
1032,0.978594,1,conf/vldb/CareyKRLABFLOPQRSSUVWY01,The Propel Distributed Services Platform,"Runping Qi, Kuan Yee, Brian Sterling, Nicolas Adiba, Michael J. Carey, David Rieber, Steve Kirsch, Michael Blow, John C. Shafer, Rajendra Panwar, Daniela Florescu, Mary Roth, Dan Wineman, David Li, Bert Van der Linden, Brian Vickery, Ivan Oprencak, Tolga Urhan",VLDB,2001
231,0.984722,1,journals/sigmod/BoulosO99,Cost Estimation of User-Defined Methods in Object-Relational Database Systems,"Kinji Ono, Jihad Boulos",SIGMOD Record,1999
488,0.983731,1,journals/tods/Revesz98,Safe Query Languages for Constraint Databases,Peter Z. Revesz,ACM Trans. Database Syst.,1998
1723,0.932699,1,conf/sigmod/CranorJSS03,Gigascope: A Stream Database for Network Applications,"Theodore Johnson, Charles D. Cranor, Oliver Spatscheck, Vladislav Shkapenyuk",SIGMOD Conference,2003
2766,,1,conf/vldb/SizovGT03,From Focused Crawling to Expert Information: an Application Framework for Web Exploration and Portal Generation,"Martin Theobald, Sergej Sizov, Jens Graupmann",VLDB,2003
2,0.989403,1,journals/vldb/Han98,"Optimizing Relational Queries in Connection Hypergraphs: Nested Queries, Views, and Binding Propagations",Jia Liang Han,VLDB J.,1998
1588,0.959092,1,conf/sigmod/UrhanFA98,Cost Based Query Scrambling for Initial Delays,"Tolga Urhan, Michael J. Franklin, Laurent Amsaleg",SIGMOD Conference,1998
678,0.982889,1,conf/vldb/JohnsonM98,Performance Measurements of Tertiary Storage Devices,"Ethan L. Miller, Theodore Johnson",VLDB,1998
2767,,1,conf/vldb/BalminHKPSW03,A System for Keyword Proximity Search on XML Databases,"Tianqiu Wang, Yannis Papakonstantinou, Nick Koudas, Vagelis Hristidis, Andrey Balmin, Divesh Srivastava",VLDB,2003
542,0.983322,1,conf/vldb/MeccaCM01,RoadRunner: Towards Automatic Data Extraction from Large Web Sites,"Giansalvatore Mecca, Valter Crescenzi, Paolo Merialdo",VLDB,2001
2768,,1,journals/sigmod/Camps02,From Ternary Relationship to Relational Tables: A Case Against Common Beliefs,Rafael Camps,SIGMOD Record,2002
1610,0.955667,1,conf/sigmod/BabuGR01,SPARTAN: A Model-Based Semantic Compression System for Massive Data Tables,"Shivnath Babu, Rajeev Rastogi, Minos N. Garofalakis",SIGMOD Conference,2001
1626,0.954632,1,conf/sigmod/HuangSW94,Data Replication for Mobile Computers,"A. Prasad Sistla, Ouri Wolfson, Yixiu Huang",SIGMOD Conference,1994
2769,,1,conf/sigmod/WattezCBFF00,Benchmarking Queries over Trees: Learning the Hard Truth the Hard Way,"Sophie Cluet, Fanny Wattez, Véronique Benzaken, Guy Ferran, Christian Fiegel",SIGMOD Conference,2000
1250,0.976621,1,conf/sigmod/GillmannWW02,Workflow management with service quality guarantees,"Wolfgang Wonner, Gerhard Weikum, Michael Gillmann",SIGMOD Conference,2002
547,0.983322,1,conf/vldb/Duranti01,The Long-Term Preservation of Authentic Electronic Records,Luciana Duranti,VLDB,2001
1137,0.978013,1,conf/sigmod/Epstein95,Keynote Address,Robert S. Epstein,SIGMOD Conference,1995
570,0.983322,1,conf/vldb/Madnick95,From VLDB to VMLDB (Very MANY Large Data Bases): Dealing with Large-Scale Semantic Heterogenity,Stuart E. Madnick,VLDB,1995
1602,0.957393,1,conf/sigmod/ChandrasekaranCDFHHKMRS03,TelegraphCQ: Continuous Dataflow Processing,"Mehul A. Shah, Wei Hong, Sirish Chandrasekaran, Samuel Madden, Sailesh Krishnamurthy, Amol Deshpande, Frederick Reiss, Owen Cooper, Joseph M. Hellerstein, Michael J. Franklin",SIGMOD Conference,2003
764,0.982087,1,conf/vldb/PedersenJD00,The TreeScape System: Reuse of Pre-Computed Aggregates over Irregular OLAP Hierarchies,"Curtis E. Dyreson, Torben Bach Pedersen, Christian S. Jensen",VLDB,2000
2770,,1,conf/vldb/GaoS03,Temporal Slicing in the Evaluation of XML Queries,"Richard T. Snodgrass, Dengfeng Gao",VLDB,2003
1727,0.932171,1,journals/sigmod/FlorescuLM98,Database Techniques for the World-Wide Web: A Survey,"Daniela Florescu, Alberto O. Mendelzon, Alon Y. Levy",SIGMOD Record,1998
914,0.981026,1,conf/vldb/DiligentiCLGG00,Focused Crawling Using Context Graphs,"Frans Coetzee, Steve Lawrence, Michelangelo Diligenti, Marco Gori, C. Lee Giles",VLDB,2000
1332,0.9758,1,conf/sigmod/ChakrabartiM99,Efficient Concurrency Control in Multidimensional Access Methods,"Sharad Mehrotra, Kaushik Chakrabarti",SIGMOD Conference,1999
2771,,1,conf/sigmod/ThomasDM95,Design and Implementation of Advanced Knowledge Processing in the KDMS KRISYS (Demonstration Description),"Stefan Deßloch, Joachim Thomas, Nelson Mendonça Mattos",SIGMOD Conference,1995
2772,,1,conf/vldb/BhattacharjeePMLCH03,Efficient Query Processing for Multi-Dimensionally Clustered Tables in DB2,"Matthew Huras, Leslie Cranston, Bishwaranjan Bhattacharjee, Sriram Padmanabhan, Timothy Malkemus, Tony Lai",VLDB,2003
152,0.985279,1,journals/sigmod/Vianu03,A Web odyssey: from codd to XML,Victor Vianu,SIGMOD Record,2003
1579,0.959722,1,conf/sigmod/BreunigKNS00,LOF: Identifying Density-Based Local Outliers,"Hans-Peter Kriegel, Raymond T. Ng, Markus M. Breunig, Jörg Sander",SIGMOD Conference,2000
1098,0.978013,1,conf/sigmod/OlstonW02,Best-effort cache synchronization with source cooperation,"Chris Olston, Jennifer Widom",SIGMOD Conference,2002
1565,0.961254,1,conf/sigmod/DewanSHH94,Predictive Dynamic Load Balancing of Parallel and Distributed Rule and Query Processing,"Jae-Jun Hwang, Mauricio A. Hernández, Salvatore J. Stolfo, Hasanat M. Dewan",SIGMOD Conference,1994
2773,,1,conf/vldb/YuAA03,Tabular Placement of Relational Data on MEMS-based Storage Devices,"Divyakant Agrawal, Amr El Abbadi, Hailing Yu",VLDB,2003
2774,,1,conf/vldb/Koch03,Efficient Processing of Expressive Node-Selecting Queries on XML Data in Secondary Storage: A Tree Automata-based Approach,Christoph Koch,VLDB,2003
164,0.985279,1,journals/sigmod/Qian95b,"Opportunities at ARPA, NSF, and Elsewhere",Xiaolei Qian,SIGMOD Record,1995
1587,0.959552,1,conf/sigmod/FukudaMMT96a,SONAR: System for Optimized Numeric AssociationRules,"Takeshi Tokuyama, Takeshi Fukuda, Yasuhiko Morimoto, Shinichi Morishita",SIGMOD Conference,1996
2775,,1,journals/vldb/MedjahedBBNE03,Business-to-business interactions: issues and enabling technologies,"Anne H. H. Ngu, Athman Bouguettaya, Brahim Medjahed, Ahmed K. Elmagarmid, Boualem Benatallah",VLDB J.,2003
2776,,1,conf/vldb/HristidisP02,DISCOVER: Keyword Search in Relational Databases,"Vagelis Hristidis, Yannis Papakonstantinou",VLDB,2002
66,0.987728,1,journals/vldb/AgrawalAJL95,Ordered Shared Locks for Real-Time Databases,"Richard Jeffers, Divyakant Agrawal, Amr El Abbadi, Lijing Lin",VLDB J.,1995
2777,,1,conf/sigmod/2002,"Proceedings of the 2002 ACM SIGMOD International Conference on Management of Data, Madison, Wisconsin, June 3-6, 2002",?,SIGMOD Conference,2002
2778,,1,conf/sigmod/LarsonG03,Transparent Mid-Tier Database Caching in SQL Server,"Per-Åke Larson, Jingren Zhou, Jonathan Goldstein",SIGMOD Conference,2003
2779,,1,conf/sigmod/StoltePAG03,Scientific Data Repositories: Designing for a Moving Target,"Etzard Stolte, Thomas R. Gross, Gustavo Alonso, Christoph von Praun",SIGMOD Conference,2003
1082,0.978527,1,conf/sigmod/CeriFP98,The IDEA Web Lab,"Piero Fraternali, Stefano Paraboschi, Stefano Ceri",SIGMOD Conference,1998
286,0.984462,1,journals/sigmod/TomasicS97,Improving Access to Environmental Data Using Context Information,"Anthony Tomasic, Eric Simon",SIGMOD Record,1997
977,0.97964,1,conf/sigmod/Shyy95,VERSANT Replication: Supporting Fault-Tolerant Object Databases,"H. Stephen Au-Yeung, C. P. Chou, Yuh-Ming Shyy",SIGMOD Conference,1995
567,0.983322,1,conf/vldb/AksoyZF01,Data Staging for On-Demand Broadcast,"Stanley B. Zdonik, Demet Aksoy, Michael J. Franklin",VLDB,2001
289,0.984462,1,journals/sigmod/Seshadri98,Predator: A Resource for Database Research,Praveen Seshadri,SIGMOD Record,1998
339,0.984262,1,conf/vldb/MogiK95,Hot Block Clustering for Disk Arrays with Dynamic Striping,"Kazuhiko Mogi, Masaru Kitsuregawa",VLDB,1995
550,0.983322,1,conf/vldb/WienerN95,OODB Bulk Loading Revisited: The Partitioned-List Approach,"Jeffrey F. Naughton, Janet L. Wiener",VLDB,1995
249,0.984722,1,journals/sigmod/NejdlSS03,Design issues and challenges for RDF- and schema-based peer-to-peer systems,"Wolf Siberski, Wolfgang Nejdl, Michael Sintek",SIGMOD Record,2003
9,0.988862,1,journals/vldb/FuCCM00,Dynamic vp-Tree Indexing for n-Nearest Neighbor Search Given Pair-Wise Distances,"Ada Wai-Chee Fu, Yin-Ling Cheung, Yiu Sang Moon, Polly Mei-shuen Chan",VLDB J.,2000
1487,0.965767,1,conf/sigmod/ReveszCKLLW00,The MLPQ/GIS Constraint Database System,"Yuguo Liu, Yiming Li, Pradip Kanjamala, Rui Chen, Yonghui Wang, Peter Z. Revesz",SIGMOD Conference,2000
2780,,1,conf/vldb/LakshmananNWZJ02,The Generalized MDL Approach for Summarization,"Laks V. S. Lakshmanan, Xiaodong Zhou, Raymond T. Ng, Theodore Johnson, Christine Xing Wang",VLDB,2002
2781,,1,conf/vldb/CandanALPH02,View Invalidation for Dynamic Content Caching in Multitiered Architectures,"K. Selçuk Candan, Wang-Pin Hsiung, Oliver Po, Divyakant Agrawal, Wen-Syan Li",VLDB,2002
2782,,1,conf/vldb/ShahRS02,Maintaining Coherency of Dynamic Data in Cooperating Repositories,"Shetal Shah, Krithi Ramamritham, Prashant J. Shenoy",VLDB,2002
2783,,1,journals/sigmod/Snodgrass02a,TODS Perceptions and Misconceptions,Richard T. Snodgrass,SIGMOD Record,2002
1644,0.951832,1,conf/sigmod/KrishnanVI96,Estimating Alphanumeric Selectivity in the Presence of Wildcards,"Balakrishna R. Iyer, Jeffrey Scott Vitter, P. Krishnan",SIGMOD Conference,1996
150,0.985279,1,journals/sigmod/Kumar03,Sensor: the atomic computing particle,Vijay Kumar,SIGMOD Record,2003
819,0.982087,1,conf/vldb/ChaudhuriS96,Optimization of Queries with User-defined Predicates,"Surajit Chaudhuri, Kyuseok Shim",VLDB,1996
1506,0.964604,1,conf/sigmod/IoannidisLANT97,ZOO: A Desktop Emperiment Management Environment,"Anastassia Ailamaki, Andrew Therber, Yannis E. Ioannidis, Anand Narayanan, Miron Livny",SIGMOD Conference,1997
175,0.984994,1,journals/sigmod/JacobS99,FinTime - A Financial Time Series Benchmark,"Kaippallimalil J. Jacob, Dennis Shasha",SIGMOD Record,1999
1190,0.977525,1,conf/sigmod/GriffinL95,Incremental Maintenance of Views with Duplicates,"Leonid Libkin, Timothy Griffin",SIGMOD Conference,1995
2784,,1,journals/sigmod/Wedekind94,Are the Terms Version and Variant Orthogonal to One Another? A Critical Assessment of the STEP Standardization,Hartmut Wedekind,SIGMOD Record,1994
2785,,1,journals/sigmod/BernsteinHP00,A Vision of Management of Complex Models,"Rachel Pottinger, Alon Y. Halevy, Philip A. Bernstein",SIGMOD Record,2000
1289,0.976229,1,journals/vldb/ChuaCL03,Instance-based attribute identification in database integration,"Roger H. L. Chiang, Ee-Peng Lim, Chua Eng Huang Cecil",VLDB J.,2003
2786,,1,conf/sigmod/McIverK94,"Self-Adaptive, On-Line Reclustering of Complex Object Data","William J. McIver Jr., Roger King",SIGMOD Conference,1994
1719,0.933474,1,journals/sigmod/CherniakV03,Reminiscences on Influential Papers,"Mitch Cherniack, Kenneth A. Ross, Gottfried Vossen",SIGMOD Record,2003
2787,,1,journals/sigmod/X95a,Calls for Papers and Announcements,?,SIGMOD Record,1995
815,0.982087,1,conf/vldb/FaloutsosG96,Analysis of n-Dimensional Quadtrees using the Hausdorff Fractal Dimension,"Christos Faloutsos, Volker Gaede",VLDB,1996
630,0.982889,1,conf/vldb/Dasgupta96,Large Databases for Remote Sensing and GIS,A. R. Dasgupta,VLDB,1996
559,0.983322,1,conf/vldb/CotterB00,Biodiversity Informatics Infrastructure: An Information Commons for the Biodiversity Community,"Barbara T. Bauldock, Gladys A. Cotter",VLDB,2000
474,0.983752,1,journals/sigmod/WestmannKHM00,The Implementation and Performance of Compressed Databases,"Till Westmann, Sven Helmer, Guido Moerkotte, Donald Kossmann",SIGMOD Record,2000
2788,,1,journals/sigmod/RossIJP00,Reminiscences on Influential Papers,"Christos H. Papadimitriou, Anant Jhingran, Yannis E. Ioannidis, Kenneth A. Ross",SIGMOD Record,2000
1522,0.963668,1,conf/vldb/KriegelPS00,Managing Intervals Efficiently in Object-Relational Databases,"Thomas Seidl, Marco Pötke, Hans-Peter Kriegel",VLDB,2000
1382,0.97405,1,conf/sigmod/DanielsDDEHJJLSSS94,Oracle's Symmetric Replication Technology and Implications for Application Design,"Benny Souder, Bob Jenkins, Lip Boon Doo, Peter Lim, Gordon Smith, Dean Daniels, Curtis Elsbernd, Gary Hallmark, Alan Downing, Jim Stamos, Sandeep Jain",SIGMOD Conference,1994
15,0.988613,1,journals/vldb/WhiteD95,QuickStore: A High Performance Mapped Object Store,"Seth J. White, David J. DeWitt",VLDB J.,1995
1087,0.978013,1,conf/sigmod/LiefkeS00,XMILL: An Efficient Compressor for XML Data,"Hartmut Liefke, Dan Suciu",SIGMOD Conference,2000
668,0.982889,1,conf/vldb/SellisRF97,Multidimensional Access Methods: Trees Have Grown Everywhere,"Nick Roussopoulos, Christos Faloutsos, Timos K. Sellis",VLDB,1997
1039,0.978527,1,conf/sigmod/BrunoC02,Exploiting statistics on query expressions for optimization,"Nicolas Bruno, Surajit Chaudhuri",SIGMOD Conference,2002
785,0.982087,1,conf/vldb/ChawatheCY94,On Index Selection Schemes for Nested Object Hierarchies,"Sudarshan S. Chawathe, Ming-Syan Chen, Philip S. Yu",VLDB,1994
609,0.982889,1,conf/vldb/VriesDBA99,The Mirror MMDBMS Architecture,"Mark G. L. M. van Doorn, Arjen P. de Vries, Henk M. Blanken, Peter M. G. Apers",VLDB,1999
2789,,1,journals/sigmod/CasatiDS00,VLDB Workshop on Technologies in E-Services (TES),"Ming-Chien Shan, Fabio Casati, Umeshwar Dayal",SIGMOD Record,2000
2790,,1,journals/vldb/MylopoulosCPST96,Building Knowledge Base Management Systems,"Thodoros Topaloglou, Adel Shrufi, Vinay K. Chaudhri, Dimitris Plexousakis, John Mylopoulos",VLDB J.,1996
110,0.985579,1,journals/sigmod/LeeF01,Mining System Audit Data: Opportunities and Challenges,"Wei Fan, Wenke Lee",SIGMOD Record,2001
740,0.982478,1,conf/vldb/MengLYWCR98,Determining Text Databases to Search in the Internet,"Weiyi Meng, Naphtali Rishe, Clement T. Yu, King-Lup Liu, Xiaodong Wang, Yuhsi Chang",VLDB,1998
2791,,1,conf/vldb/ChanGR02,RE-Tree: An Efficient Index Structure for Regular Expressions,"Rajeev Rastogi, Minos N. Garofalakis, Chee Yong Chan",VLDB,2002
2792,,1,conf/sigmod/BryanMCLG94,The MEDUSA Project: Autonomous Data Management in a Shared-Nothing Parallel Database Machine,"George M. Bryan, J. Geyer, Wayne E. Moore, B. J. Curry, K. W. Lodge",SIGMOD Conference,1994
1717,0.933999,1,conf/sigmod/SalemBCL00,How To Roll a Join: Asynchronous Incremental View Maintenance,"Kevin S. Beyer, Roberta Cochrane, Kenneth Salem, Bruce G. Lindsay",SIGMOD Conference,2000
690,0.982766,1,journals/tods/BaralisCP96,Modularization Techniques for Active Rules Design,"Stefano Ceri, Elena Baralis, Stefano Paraboschi",ACM Trans. Database Syst.,1996
1424,0.970093,1,conf/vldb/FerrandinaMZFM95,Schema and Database Evolution in the O2 Object Database System,"Fabrizio Ferrandina, Guy Ferran, Thorsten Meyer, Roberto Zicari, Joëlle Madec",VLDB,1995
653,0.982889,1,conf/vldb/WiesnerK01,Hyperqueries: Dynamic Distributed Query Processing on the Internet,"Alfons Kemper, Christian Wiesner",VLDB,2001
531,0.983322,1,conf/vldb/McHughW99,Query Optimization for XML,"Jason McHugh, Jennifer Widom",VLDB,1999
2793,,1,conf/sigmod/Deutsch95,Objects and SQL: Strange Relations? Panel,Donald R. Deutsch,SIGMOD Conference,1995
959,0.979797,1,journals/vldb/BohmAnY97,Structured Document Storage and Refined Declarative and Navigational Access Mechanisms in HyperStorM,"Karl Aberer, Xiaoya Yang, Klemens Böhm, Erich J. Neuhold",VLDB J.,1997
1667,0.950186,1,conf/sigmod/AltinelABFSZ99,DBIS-Toolkit: Adaptable Middleware for Large Scale Data Delivery,"Demet Aksoy, Mehmet Altinel, Stanley B. Zdonik, Thomas Baby, William Shapiro, Michael J. Franklin",SIGMOD Conference,1999
1753,0.908753,1,conf/sigmod/WuAA01,Using the Golden Rule of Sampling for Query Estimation,"Amr El Abbadi, Yi-Leh Wu, Divyakant Agrawal",SIGMOD Conference,2001
1432,0.96968,1,conf/vldb/CarinoOBS99,"Active Storage Hierarchy, Database Systems and Applications - Socratic Exegesis","Joel H. Saltz, John Burgess, Felipe Cariño, William O'Connell",VLDB,1999
1008,0.979068,1,conf/sigmod/LeeKC99,Multi-dimensional Selectivity Estimation Using Compressed Histogram Information,"Deok-Hwan Kim, Ju-Hong Lee, Chin-Wan Chung",SIGMOD Conference,1999
2794,,1,conf/sigmod/BohlenBD99,The Jungle Database Search Engine,"Linas Bukauskas, Curtis E. Dyreson, Michael H. Böhlen",SIGMOD Conference,1999
497,0.983395,1,journals/sigmod/Hampapur99,Semantic Video Indexing: Approach and Issue,Arun Hampapur,SIGMOD Record,1999
2795,,1,conf/vldb/PanRAMOHAMV02,The Denodo Data Integration Platform,"Anastasio Molano, Alberto Pan, Paula Montoto, Juan Raposo, Lucía Ardao, Manuel Álvarez, Vicente Orjales, Ángel Viña, Justo Hidalgo",VLDB,2002
1458,0.967713,1,journals/sigmod/CarmelMS01,XML and Information Retrieval: a SIGIR 2000 Workshop,"Yoëlle S. Maarek, David Carmel, Aya Soffer",SIGMOD Record,2001
2796,,1,journals/vldb/KrivokapicKG99,Deadlock Detection in Distributed Database Systems: A New Algorithm and a Comparative Performance Analysis,"Alfons Kemper, Ehud Gudes, Natalija Krivokapic",VLDB J.,1999
2797,,1,conf/vldb/Mohan02,Application Servers and Associated Technologies,C. Mohan,VLDB,2002
444,0.983779,1,conf/vldb/DingGS00,Computing Geographical Scopes of Web Resources,"Luis Gravano, Junyan Ding, Narayanan Shivakumar",VLDB,2000
1133,0.978013,1,conf/sigmod/NaumanS98,"Developing a High Traffic, Read-Only Web Site","Ray Suorsa, John Nauman",SIGMOD Conference,1998
1436,0.969286,1,conf/sigmod/LiYVGPUV98,Capability Based Mediation in TSIMMIS,"Hector Garcia-Molina, Murty Valiveti, Chen Li, Ramana Yerneni, Jeffrey D. Ullman, Vasilis Vassalos, Yannis Papakonstantinou",SIGMOD Conference,1998
1265,0.976621,1,conf/sigmod/CherniackZ96,Rule Languages and Internal Algebras for Rule-Based Optimizers,"Mitch Cherniack, Stanley B. Zdonik",SIGMOD Conference,1996
392,0.983978,1,journals/sigmod/EisenbergM02,SQL/XML is Making Good Progress,"Andrew Eisenberg, Jim Melton",SIGMOD Record,2002
2798,,1,conf/sigmod/BlakeleyD00,Tutorial: Data Access,"Anand Deshpande, José A. Blakeley",SIGMOD Conference,2000
